Item Num|Lattitude|Longitude|Price Bracket|Price|Address
1301|-36.86613627|174.6419499|3|850000|2A School Road Te Atatu South Auckland
1302|-36.12476483|174.5768404|3|620000|30 Moir Street Mangawhai
1303|-36.79849998|175.0875768|4|1100000|110 Trig Hill Road Onetangi Waiheke Island
1305|-38.13901658|176.2060389|2|333000|29 Goldie Street Pukehangi Rotorua
1307|-36.614597|174.787794|4|1050000|11 Bella Vista Drive Gulf Harbour Whangaparaoa
1308|-37.06783702|175.5225334|2|530000|37 Patui Avenue Thornton Bay
1309|-37.80891152|175.7689165|2|355000|8C Smith Street Matamata
1310|-36.290989|174.808043|4|1000000|47 Cumberland Street Leigh
1311|-43.51337287|172.7068383|1|265000|43 Rowan Avenue Aranui Christchurch
1315|-39.5118137|176.9016874|1|235000|27 Geddis Avenue Maraenui Napier
1316|-36.8572629|174.6029434|3|650000|4A Karepo Crescent Ranui Auckland
1318|-36.571091|174.693824|4|1025000|501A Hibiscus Coast Highway Orewa
1319|-41.28712757|174.7383316|3|700000|31 Beauchamp Street Karori Wellington
1321|-43.5424389|172.5185964|2|465000|42 Kathleen Crescent Hornby Christchurch
1322|-43.51519075|172.7072768|1|270000|432 Pages Road Aranui Christchurch
1323|-37.77759493|175.2451998|2|320000|12 Vernall Street Nawton Hamilton
1325|-37.95964435|176.9687346|1|280000|24 Henderson Street Whakatane
1327|-37.72030962|176.13624|2|358000|1185 Cameron Road Gate Pa Tauranga
1330|-35.46401393|173.4410189|2|325000|244 Koutu Loop Road Whirinaki
1335|-43.4875547|172.5820444|2|530000|7 Elvira Court Bishopdale Christchurch
1336|-36.88444233|174.6367297|4|950000|27 Robert Burke Place Henderson Auckland
1339|-37.2080356|174.8900433|4|900000|41 Beresford Street Pukekohe
1341|-41.3466538|173.1804689|2|475000|2/39 Giblin Street Richmond
1342|-37.79410033|175.2672356|2|455000|98 Queens Avenue Frankton Hamilton
1345|-36.9381072|174.8451558|3|750000|28 Church Street Otahuhu Auckland
1348|-37.7578901|175.2844707|2|365000|57A Ascot Road Chartwell Hamilton
1349|-46.23947412|169.7422412|1|110000|20 Lanark Street Balclutha
1350|-35.68413873|174.3098052|2|330000|60 Ridgeway Drive Kamo Whangarei
1353|-37.81561105|175.7757251|2|321000|29 Tamihana Street Matamata
1356|-36.85787285|174.6422519|3|780000|3B Sherwood Avenue Te Atatu South Auckland
1362|-37.0667046|174.9705015|2|460000|21 Fairdale Avenue Red Hill Papakura
1363|-45.04785618|169.2059447|2|410000|49 Inniscort Street Cromwell
1364|-43.5328841|172.5765895|2|420000|34 Auburn Avenue Upper Riccarton Christchurch
1366|-45.1016664|170.9559792|1|210000|12 Towey Street Oamaru
1367|-41.26632697|174.9579936|1|240000|87 Hair Street Wainuiomata Lower Hutt
1370|-37.07108297|174.9778451|4|980000|67 Red Hill Road Red Hill Papakura
1373|-43.5146844|172.6607251|2|390000|58 North Parade Richmond Christchurch
1375|-40.35576018|175.5915681|1|227000|76 Birmingham Street Takaro Palmerston North
1379|-36.852866|174.740178|6|1600000|6 Stuart Street Ponsonby Auckland
1383|-36.85464027|174.7424293|6|2425000|44 Lincoln Street Ponsonby Auckland
1384|-36.84641252|174.7402984|6|1650000|16 Provost Street Ponsonby Auckland
1387|-36.8496655|174.7392246|6|1950000|74 Islington Street Ponsonby Auckland
1388|-36.84743077|174.735182|6|2875000|24 Albany Road Ponsonby Auckland
1389|-36.84603375|174.7383285|6|1875000|9 Islington Street Ponsonby Auckland
1395|-36.8476942|174.7358787|6|3050000|27 Wanganui Avenue Ponsonby Auckland
1396|-36.84567228|174.7385998|6|2125000|4 Islington Street Ponsonby Auckland
1398|-36.85418835|174.739151|6|1925000|140 John Street Ponsonby Auckland
1399|-36.84971482|174.7397115|6|1825000|73 Clarence Street Ponsonby Auckland
1403|-36.85325452|174.7440385|6|1825000|16 Vermont Street Ponsonby Auckland
1405|-36.84902757|174.734322|6|2325000|50 Kelmarna Avenue Ponsonby Auckland
1406|-36.84904713|174.7388035|6|1650000|61 Islington Street Ponsonby Auckland
1407|-36.84803622|174.7337974|6|2200000|21 Kelmarna Avenue Ponsonby Auckland
1408|-36.84991243|174.7383944|6|1775000|74 John Street Ponsonby Auckland
1409|-36.85446035|174.7445539|6|1900000|10 Lincoln Street Ponsonby Auckland
1410|-36.85480283|174.7406039|6|1700000|76 Lincoln Street Ponsonby Auckland
1411|-36.84608507|174.7375516|6|1675000|7 John Street Ponsonby Auckland
1414|-36.84889785|174.7311105|6|1575000|1 Hector Street Ponsonby Auckland
1415|-36.85307883|174.7328317|4|1040000|11 Parawai Crescent Ponsonby Auckland
1419|-36.8520287|174.7435996|6|1850000|14 Summer Street Ponsonby Auckland
1420|-36.85488012|174.7436769|6|1600000|1 Mira Street Ponsonby Auckland
1421|-36.85193437|174.7423409|6|1900000|39 Summer Street Ponsonby Auckland
1422|-36.85265958|174.7325466|4|1140000|15 Parawai Crescent Ponsonby Auckland
1424|-36.8501628|174.7352665|6|2450000|71 Albany Road Ponsonby Auckland
1425|-36.85047823|174.7342232|6|2225000|71 Kelmarna Avenue Ponsonby Auckland
1426|-36.85283898|174.7413143|4|980000|81P Vermont Street Ponsonby Auckland
1428|-36.84711548|174.734067|6|1825000|14 Kelmarna Avenue Ponsonby Auckland
1430|-36.84793988|174.7341403|6|2675000|28 Kelmarna Avenue Ponsonby Auckland
1431|-36.84853788|174.7319083|6|1650000|1C Cox Street Ponsonby Auckland
1433|-36.85078998|174.7423662|6|2225000|26 Tole Street Ponsonby Auckland
1434|-36.84998428|174.7411481|6|2075000|27 Ponsonby Terrace Ponsonby Auckland
1435|-36.85328688|174.7405061|6|1650000|89 Vermont Street Ponsonby Auckland
1437|-36.85330947|174.7353122|6|2000000|17 Moira Street Ponsonby Auckland
1439|-36.85530385|174.7400978|6|1650000|83 Norfolk Street Ponsonby Auckland
1440|-36.8478406|174.7378272|6|1550000|39 John Street Ponsonby Auckland
1444|-36.84972608|174.7365486|6|2725000|70 Wanganui Avenue Ponsonby Auckland
1447|-36.85000857|174.735579|6|2575000|72 Albany Road Ponsonby Auckland
1448|-36.84812123|174.7349497|6|2850000|31 Albany Road Ponsonby Auckland
1451|-36.84891957|174.737054|6|2275000|53 Ardmore Road Ponsonby Auckland
1453|-36.8563344|174.7443895|6|1850000|34 Brown Street Ponsonby Auckland
1455|-36.85338662|174.7424966|6|3150000|46 Vermont Street Ponsonby Auckland
1458|-36.84994598|174.7415828|6|1800000|21 Ponsonby Terrace Ponsonby Auckland
1459|-36.70784873|174.7460498|4|1020000|27 Hebron Road Waiake Auckland
1460|-42.72093065|170.9792953|1|210000|113 Livingstone Street Hokitika
1466|-36.8758159|174.6968928|4|1175000|62A Oakley Avenue Waterview Auckland
1469|-36.94695912|174.635279|3|745000|63 Rimutaka Place Titirangi Auckland
1474|-36.295484|174.517551|2|540000|48 Worker Road Wellsford
1476|-43.48207493|172.6269195|2|430000|84 Grimseys Road Redwood Christchurch
1478|-44.38691977|171.2155065|2|425000|37 Broadway Avenue Highfield Timaru
1479|-37.44161652|175.9627648|2|518000|26 Pohutukawa Drive Athenree Waihi Beach
1480|-42.30108148|171.6089613|1|141000|4250 State Highway 7 Totara Flat
1483|-43.48401643|172.710249|2|495000|10 Orca Lane Parklands Christchurch
1485|-43.58144558|172.6363792|3|690000|1 Victoria Park Road Cashmere Christchurch
1487|-37.0518409|174.8636945|3|690000|2/5 Beihlers Road Weymouth Auckland
1490|-36.91338865|174.6732142|3|670000|2/48 Titirangi Road New Lynn Auckland
1493|-43.53559342|172.6594837|4|950000|512 Tuam Street Phillipstown Christchurch
1494|-36.8705227|174.7807941|6|2975000|2 Lauriston Avenue Remuera Auckland
1495|-43.521024|172.5621539|2|510000|112 Avonhead Road Avonhead Christchurch
1496|-36.88749548|174.6919014|6|1750000|64 Holly Street Avondale Auckland
1498|-41.21487075|174.8123122|2|400000|18 Silverbirch Grove Churton Park Wellington
1500|-40.86417889|175.0204637|2|455000|74 Tutere Street Waikanae Beach Waikanae
1503|-41.24448302|174.7998587|3|850000|84B Madras Street Khandallah Wellington
1507|-43.48542285|172.580004|3|610000|3A Lochmore Street Bishopdale Christchurch
1509|-44.24468355|171.290895|1|290000|37 Gammack Street Temuka
1510|-45.85911882|170.4808238|2|330000|29 Edgar Street Wakari Dunedin
1511|-43.3369814|172.7020263|2|485000|1 Stalkers Road Woodend Beach Woodend
1512|-36.97601185|174.8169026|3|670000|28 Tidal Road Mangere Auckland
1515|-35.74057998|174.2896548|2|430000|80 Puriri Park Road Maunu Whangarei
1516|-45.90082815|170.4973572|1|185000|251 Oxford Street South Dunedin Dunedin
1517|-38.15455135|176.2455518|2|545000|50 Wylie Street Glenholme Rotorua
1518|-36.84312343|174.625878|2|590000|35 Huruhuru Road Massey Auckland
1521|-36.89618258|174.6411771|3|765000|82 Awaroa Road Sunnyvale Auckland
1522|-38.65506747|177.9909107|2|302000|48 MacDonald Street Te Hapara Gisborne
1523|-41.2783324|173.9187387|2|400000|1736A Queen Charlotte Drive Linkwater
1525|-41.22974758|174.9130508|2|540000|9 Mandel Mews Waiwhetu Lower Hutt
1526|-41.2402258|174.9507788|1|265000|53 Berkeley Road Wainuiomata Lower Hutt
1527|-36.607714|174.68639|4|975000|11 Jelas Road Red Beach
1530|-37.02772072|174.9140306|2|540000|14 Limond Street Randwick Park Auckland
1531|-36.78756288|174.7230712|5|1220000|6 Woodcote Drive Glenfield Auckland
1537|-46.42092433|168.3731112|1|155000|66 Morton Street Georgetown Invercargill
1538|-36.91294042|174.916155|4|950000|155 Botany Road Botany Downs Auckland
1539|-41.33673603|174.7637882|3|770000|7 Murchison Street Island Bay Wellington
1541|-41.25657868|174.7646242|2|530000|21 Winston Street Crofton Downs Wellington
1542|-43.49990065|172.6128951|2|580000|29 Dormer Street Papanui Christchurch
1543|-41.30133647|173.2952396|2|380000|428 Brook Street The Brook Nelson
1547|-38.37240418|175.7748987|1|129000|95 Rangatira Drive Mangakino
1549|-36.62183|174.730849|3|860000|231 Vipond Road Stanmore Bay Whangaparaoa
1550|-46.11998632|169.9657316|1|185000|12 Cowper Street Milton
1552|-36.98453098|174.8684381|6|1550000|77 Puhinui Road Papatoetoe Auckland
1553|-41.0248605|175.5316696|2|375000|66 Park Road Carterton
1555|-44.40859828|171.233718|1|275000|22A Harborough Street Watlington Timaru
1556|-45.12852465|170.1090482|1|195000|24 Knowles Crescent Ranfurly
1557|-39.82071825|176.4560721|1|175000|14 Owen Street Tikokino
1562|-44.40367738|171.2344912|2|325000|11 Rolleston Street Watlington Timaru
1564|-39.04105282|177.4221542|1|160000|64 Clyde Road Wairoa
1565|-36.89190767|174.6218556|2|590000|137 Henderson Valley Road Henderson Auckland
1566|-36.83145513|174.6596919|6|1775000|5 Capstan Court Te Atatu Peninsula Auckland
1568|-36.84967158|174.7469395|6|2900000|2B Elizabeth Street Freemans Bay Auckland
1569|-42.47042895|171.1948445|1|190000|11 Stirling Drive Greymouth
1573|-40.29209463|175.7584683|1|235000|18 Mulgrave Street Ashhurst
1574|-43.57016488|172.6100025|2|485000|115 Kaiwara Street Hoon Hay Christchurch
1575|-36.98285645|174.8802266|3|880000|9 Isola Place Manukau Auckland
1576|-36.84451973|174.6217255|3|670000|54 Keegan Drive Massey Auckland
1577|-41.15182117|174.8643819|1|280000|12 Carnavon Place Cannons Creek Porirua
1582|-36.86779858|174.8638953|4|960000|28 Jefferson Street Glendowie Auckland
1583|-44.23361888|171.2783781|2|425000|7 Levens Lane Temuka
1585|-36.8713504|174.7575387|6|1650000|8 Edenvale Crescent Mount Eden Auckland
1588|-36.92784013|174.6553516|4|940000|104 Atkinson Road Titirangi Auckland
1589|-36.78911362|175.079952|5|1380000|27 Pah Road Onetangi Waiheke Island
1590|-43.5525737|172.5541843|2|570000|1 Keene Street Wigram Christchurch
1591|-45.90226892|170.523267|1|280000|6 Dundonald Street Tainui Dunedin
1594|-36.89514992|174.8549678|3|720000|1/66 Pilkington Road Panmure Auckland
1596|-45.26011748|169.3820388|2|560000|30 Aronui Road Bridge Hill Alexandra
1598|-36.77539868|174.7303957|3|880000|3 Ngatoa Place Glenfield Auckland
1599|-41.30942115|173.2537055|2|485000|52 Newman Drive Enner Glynn Nelson
1600|-38.16523912|176.2328715|2|463000|148 Otonga Road Springfield Rotorua
1601|-36.91909258|174.7468406|3|860000|13 Arundel Street Mount Roskill Auckland
1602|-40.61703665|175.2786889|1|215000|13 Elizabeth Street Levin
1605|-36.66571135|175.4458561|3|650000|6 Torehina Heights Amodeo Bay
1606|-38.13187248|176.2001853|2|302000|338 Clayton Road Pukehangi Rotorua
1608|-43.49344895|172.6867828|1|295000|81 Baynes Street Burwood Christchurch
1609|-45.06612148|168.521823|4|1175000|7 Tall Tree Lane Mount Creighton
1612|-38.03515135|175.3571745|2|300000|10 Oliver Street Kihikihi Te Awamutu
1613|-34.83147482|173.1318022|1|270000|22 Northwood Avenue Pukenui
1614|-43.4894158|172.6131001|3|620000|7 Joiners Lane Northcote Christchurch
1617|-38.99014007|174.2325196|1|170000|87 Leslie Street Waitara
1618|-36.88229987|174.7317872|4|940000|70 St Lukes Road Mount Albert Auckland
1621|-36.589032|174.695053|4|1075000|14B Moenui Avenue Orewa
1622|-43.56673958|172.6188243|2|510000|69 Rose Street Somerfield Christchurch
1623|-39.63070078|176.8513284|2|350000|405 Burnett Street Mahora Hastings
1625|-36.88945237|174.9062311|3|745000|151 Gills Road Half Moon Bay Auckland
1626|-37.0393375|174.9109285|2|550000|36 Challen Close Conifer Grove Takanini
1628|-43.38839572|172.0169249|2|390000|29 Vogel Street Sheffield
1629|-41.30115312|174.7596769|3|830000|42 Karepa Street Brooklyn Wellington
1633|-38.98366495|175.8119087|1|174000|15 Rangipoia Place Turangi
1634|-37.81868463|175.2944591|2|350000|15 Splitt Avenue Glenview Hamilton
1635|-40.4699062|175.234974|1|200000|32 Shortt Street Foxton Beach Foxton
1636|-37.0277188|175.8630031|3|740000|7 Conqueror Rise Pauanui
1638|-34.99391875|173.5311315|1|240000|21A Melody Lane Mangonui
1639|-39.64879533|176.8324113|2|315000|116 Gascoigne Street Raureka Hastings
1641|-39.51077432|176.863861|2|395000|7 Monmouth Place Tamatea Napier
1643|-43.53422955|172.5958566|3|750000|63 Matipo Street Riccarton Christchurch
1644|-36.99025632|174.8543609|4|925000|224 Puhinui Road Papatoetoe Auckland
1645|-40.73607422|175.1238551|2|330000|28 Norfolk Crescent Otaki Beach Otaki
1646|-36.62929297|174.7319465|2|590000|4 Cedar Terrace Stanmore Bay Whangaparaoa
1650|-40.9315463|174.9786372|2|435000|60 Renown Road Raumati South Paraparaumu
1655|-36.89322638|174.8875524|6|1775000|3 Rachael Place Farm Cove Auckland
1657|-45.9045288|170.4419355|2|325000|14 Tomkins Street Green Island Dunedin
1658|-37.37776872|175.6702257|1|92000|10 Corbett Street Paeroa
1659|-37.6519851|176.1965913|2|590000|1A Clyde Street Mount Maunganui
1663|-46.450793|168.3651036|1|170000|110 Wicklow Street Clifton Invercargill
1664|-45.08565708|170.9773053|1|220000|304 Thames Highway Oamaru North Oamaru
1665|-37.74116497|176.1533806|2|516000|4 Brackenburn Drive Ohauiti
1668|-44.9877919|168.6756587|4|1090000|45 Mathias Terrace Arthurs Point
1671|-45.82753613|170.6023952|1|235000|30 Shandon Street Roseneath Dunedin
1673|-36.81367407|174.7914911|4|980000|3/6 Kawerau Avenue Devonport Auckland
1674|-37.79655333|174.8720537|3|800000|51 Cliff Street Raglan
1677|-40.22263978|175.5688835|1|250000|12 Monckton Street Feilding
1679|-41.14676807|174.8655385|1|250000|90 Bedford Street Cannons Creek Porirua
1680|-36.9864805|174.8858977|3|680000|1/8 Jontue Place Clover Park Auckland
1681|-37.67892238|176.2164032|2|465000|20 Azalea Dell Mount Maunganui
1684|-43.38251833|172.6349418|2|440000|19 Silverstream Boulevard Kaiapoi
1686|-44.70504032|169.1189758|4|1190000|5 Eden Close Wanaka
1687|-36.85269103|174.8072834|6|6500000|82 Paritai Drive Orakei Auckland
1688|-39.02541298|174.1600107|3|610000|6 Hawetaone Street Bell Block New Plymouth
1690|-36.96949212|174.8450036|3|750000|29B Swaffield Road Papatoetoe Auckland
1692|-41.18351558|174.9303531|2|520000|78 Major Drive Kelson Lower Hutt
1693|-39.07218852|174.0814337|2|435000|72 Brooklands Road Brooklands New Plymouth
1697|-41.30026943|174.7953336|2|510000|24 Marewa Road Hataitai Wellington
1699|-37.7281118|176.1931068|2|513000|29 Village Park Drive Welcome Bay Tauranga
1701|-37.6929332|176.1488189|2|443000|66 Churchill Road Judea Tauranga
1704|-40.60368998|175.3336609|2|310000|372 Arapaepae Road Levin
1709|-37.75407592|175.2826663|2|465000|146 Hukanui Road Chartwell Hamilton
1710|-37.75389043|175.2712882|2|445000|50 Comries Road Chartwell Hamilton
1712|-36.92575712|174.7082642|4|1050000|6 Francis Curtis Avenue Blockhouse Bay Auckland
1713|-38.11670623|178.30206|1|210000|3822 Waiapu Road Tokomaru Bay
1714|-38.89693127|175.7626147|2|419000|4 Ihaia Road Kuratau
1715|-37.54276782|175.6966107|1|216000|12 Follis Street Te Aroha
1716|-43.54969892|172.6665959|2|495000|73 Sullivan Avenue Woolston Christchurch
1717|-36.91696087|174.7330162|4|1025000|4 Playfair Road Mount Roskill Auckland
1719|-37.00580753|175.8477442|3|640000|201 Main Road Tairua
1721|-41.29042103|173.2909424|2|390000|154 Westbrook Terrace The Brook Nelson
1723|-40.55151987|175.4049195|1|155000|13 Julyan Street Shannon
1724|-36.88189085|174.716762|4|960000|26A Lloyd Avenue Mount Albert Auckland
1726|-36.781414|174.6513029|3|895000|3 Ferry Parade Herald Island Auckland
1731|-36.8717337|174.5975895|4|985000|19 Vino Cina Heights Ranui Auckland
1732|-45.87696192|170.4779952|2|400000|36 Rosebery Street Belleknowes Dunedin
1734|-43.52516998|172.5568333|2|495000|21 Wittys Road Avonhead Christchurch
1735|-45.91051918|170.4917784|2|375000|173A Victoria Road Saint Clair Dunedin
1736|-46.39175782|168.3744323|2|550000|93 Salford Street Windsor Invercargill
1738|-40.90898297|175.011982|2|470000|20 Aorangi Road Paraparaumu
1739|-36.609828|174.794786|3|620000|65 Alverna Heights View Gulf Harbour Whangaparaoa
1744|-41.35173318|173.1581594|2|420000|153 Main Road Hope Hope Richmond
1746|-41.20367985|174.8947077|2|550000|1/100 Normandale Road Normandale Lower Hutt
1747|-41.52384718|173.9635777|2|520000|8 Korari Grove Redwoodtown Blenheim
1748|-35.38435127|174.3447537|3|740000|257 Oakura Road Oakura
1752|-36.89714097|174.935284|5|1250000|16 The Glebe Cockle Bay Auckland
1753|-38.66962177|178.0344488|1|257000|7 Stevenson Lane Kaiti Gisborne
1755|-38.9898349|174.3898364|1|220000|1 First Avenue Urenui
1756|-41.28134437|173.2845857|2|385000|2/29 Brougham Street Nelson South Nelson
1760|-41.5133532|173.8258758|2|335000|66B Inkerman Street Renwick
1763|-41.28551392|173.2439765|2|370000|5 Centennial Road Tahunanui Nelson
1764|-40.62166515|175.2887393|1|175000|117 Cambridge Street Levin
1765|-41.75274127|171.6239679|1|260000|156 Brougham Street Westport
1768|-45.89366127|170.471974|1|175000|4 Robinson Street Lookout Point Dunedin
1769|-41.02146533|175.5321264|2|560000|27 Armstrong Avenue Carterton
1770|-36.97552772|174.8060538|3|600000|40 Forbury Place Mangere Auckland
1773|-41.21857435|174.9164735|2|540000|8 Guthrie Street Waterloo Lower Hutt
1774|-38.45430415|176.7064977|1|66000|35 Matai Street Murupara
1775|-40.62892627|175.2950155|1|170000|12 Bowen Street Levin
1776|-38.63794352|178.0092063|1|204000|10 Patrick Street Mangapapa Gisborne
1777|-36.93095212|174.7133152|6|2440000|15 Niagara Crescent Lynfield Auckland
1779|-40.6198981|175.2825778|1|250000|54 Queen Street West Levin
1780|-45.87521678|170.3365549|2|305000|7 Braemar Street Mosgiel
1781|-36.84341422|174.6477715|4|1043700|3 Barberry Lane Te Atatu Peninsula Auckland
1783|-36.81620905|174.7698305|5|1475000|2/3 Bayswater Avenue Bayswater Auckland
1784|-38.69696987|176.0827248|3|625000|1/15 Pataka Road Taupo
1785|-37.73119842|175.2566534|2|530000|89 Spinnaker Drive Flagstaff Hamilton
1786|-45.94690093|169.2433138|1|120000|8 Braudigam Road West Tapanui
1787|-41.50014377|173.9302294|2|580000|2 Balmoral Mews Springlands Blenheim
1788|-46.08702893|168.9360336|1|270000|74 Norton Street Gore
1791|-36.88562358|174.7649604|6|3200000|56B Disraeli Street Epsom Auckland
1792|-36.40528367|174.6715774|3|880000|3 Shipwright Place Warkworth
1793|-36.89918042|174.6381063|3|850000|4 McKinley Road Sunnyvale Auckland
1795|-38.11650398|176.2185657|2|388000|9 Teal Place Selwyn Heights Rotorua
1798|-39.54421515|176.8841941|3|620000|12 Parsons Road Meeanee Napier
1802|-43.51604963|172.553824|2|580000|236 Maidstone Road Avonhead Christchurch
1804|-40.59741413|175.2978155|2|315000|28 Avenue North Road Levin
1806|-36.89946667|174.8111063|4|900000|1/28 Findlay Street Ellerslie Auckland
1807|-39.52036223|176.8753259|2|365000|14 Tait Drive Greenmeadows Napier
1809|-36.78989202|175.0338631|4|940000|62 Ocean Road Surfdale Waiheke Island
1810|-40.69135138|175.1473899|2|350000|7 Duncan Street Waikawa Beach
1811|-41.51094043|173.9627905|2|325000|28 Snowden Crescent Islington Blenheim
1813|-36.89351102|174.7617924|6|2300000|23 Glenalmond Road Mount Eden Auckland
1817|-46.0919212|168.9572943|1|126000|15 Oxford Street East Gore Gore
1819|-45.8987193|170.5141888|2|390000|3 Alton Avenue Musselburgh Dunedin
1823|-44.25577135|170.0870883|2|440000|83 Totara Drive Twizel
1828|-37.80063835|175.3006814|2|470000|43 Brookfield Street Hamilton East Hamilton
1830|-37.79097492|175.2416202|2|410000|34 Hazelwood Avenue Dinsdale Hamilton
1835|-37.39932602|175.9326375|4|1000000|29 Fyfe Road Waihi Beach
1838|-39.51223235|176.9111373|1|250000|29 Massey Crescent Marewa Napier
1839|-37.02665175|174.8691668|2|530000|11 Poutini Place Manurewa Auckland
1842|-44.6164266|169.2550635|3|620000|11 Paradise Place Lake Hawea
1845|-37.4364744|175.9583727|2|590000|108 Koutunui Road Athenree Waihi Beach
1848|-36.7055165|174.7367744|4|1050000|18 Sunburst Lane Torbay Auckland
1849|-37.29778495|175.5401545|1|220000|7 Stanley Street Kerepehi
1850|-43.50532108|172.6527502|2|315000|37 Riselaw Street Mairehau Christchurch
1852|-36.32525955|174.7770851|4|910000|15 Rita Way Omaha
1855|-37.15244017|175.8781435|6|1800000|231 Onemana Drive Onemana
1856|-36.96428843|174.8127297|3|690000|271 Buckland Road Mangere East Auckland
1858|-36.97392987|174.9017998|3|830000|21 Eastland Road Flat Bush Auckland
1859|-37.14408503|175.5464188|2|390000|200 Mackay Street Thames
1860|-44.39364202|171.2175664|1|295000|48 Matai Crescent Highfield Timaru
1864|-43.3920257|172.6418822|2|470000|33 Robert Coup Road Kaiapoi
1865|-41.24229558|174.7982395|2|570000|34 Rangoon Street Khandallah Wellington
1866|-43.57689055|172.7762532|3|880000|115 Taylors Mistake Road Scarborough Christchurch
1868|-43.50493787|172.6438277|3|610000|77 Flockton Street Mairehau Christchurch
1869|-36.9172969|174.7239805|4|1100000|83 Webster Avenue Mount Roskill Auckland
1870|-37.05311302|174.956949|2|540000|2/22 Cosgrave Road Papakura
1872|-43.4957416|172.5646955|3|670000|1/106 Roydvale Avenue Burnside Christchurch
1873|-43.57126318|172.6099299|2|450000|9 Blakiston Street Hoon Hay Christchurch
1874|-36.630142|174.749575|3|690000|69 Stanmore Bay Road Stanmore Bay Whangaparaoa
1878|-36.828422|174.433319|3|840000|54 Domain Crescent Muriwai
1879|-36.39071578|174.7484423|4|920000|49 Buckleton Road Tawharanui Peninsula
1880|-36.8948609|174.6197805|3|730000|14 Forest Hill Road Henderson Auckland
1883|-37.0166362|175.8664201|5|1200000|30 Easdale Place Pauanui
1885|-36.96500488|174.787731|3|620000|17 Convair Crescent Mangere Auckland
1887|-36.87313587|174.6499325|3|780000|44 Glynnbrooke Street Te Atatu South Auckland
1888|-37.70066402|175.1903837|2|400000|171 Park Road Horotiu
1891|-36.81283872|174.7143284|5|1200000|11 Barlow Place Chatswood Auckland
1893|-37.69616727|176.2638598|2|332000|249 Gravatt Road Papamoa Beach Papamoa
1895|-36.821066|175.6967663|3|620000|22 Pipi Dune Whitianga
1896|-37.7892733|175.2356895|2|455000|116 Newcastle Road Dinsdale Hamilton
1897|-36.89292235|174.676396|3|830000|10 Sceptre Place Avondale Auckland
1898|-41.03378807|175.5315765|2|330000|87 Richmond Road Parkvale
1899|-36.95064882|174.4688051|5|1470000|85 Marine Parade North Piha
1900|-35.73993967|174.2604213|2|445000|17 Te Hape Road Maunu Whangarei
1901|-36.77130263|174.7686158|6|2170000|9 Frater Avenue Milford Auckland
1902|-37.73337487|176.200275|2|530000|23 Aurora Avenue Welcome Bay Tauranga
1904|-40.67782482|175.2245383|2|370000|132 Kuku Beach Road Manakau
1905|-36.9184576|174.8789654|4|1075000|25 Marriott Road Pakuranga Auckland
1906|-38.08336503|176.7049561|1|59000|3 Fox Street Kawerau
1907|-34.99407467|173.5100568|2|435000|3 Christine Drive Coopers Beach
1909|-36.93801237|174.6548873|4|1150000|447 Titirangi Road Titirangi Auckland
1910|-36.9153919|174.7260495|4|1025000|46B White Swan Road Mount Roskill Auckland
1911|-36.91836743|174.6509494|3|675000|2/9B Inver Street Glen Eden Auckland
1912|-41.29527185|174.7892002|3|630000|4 Port Street Mount Victoria Wellington
1913|-43.7511479|172.0197905|1|245000|12 Dunford Street Rakaia
1915|-37.74822428|175.2952439|3|640000|52 Meachem Road Chartwell Hamilton
1917|-36.91158003|174.8781519|5|1275000|10 Lewis Road Pakuranga Auckland
1921|-36.7879415|174.7148777|4|1040000|38 Glencourt Place Glenfield Auckland
1922|-40.89896387|174.9985305|2|550000|100 Langdale Avenue Paraparaumu
1925|-41.18286397|174.9744723|1|255000|5 Shackleton Grove Stokes Valley Lower Hutt
1926|-41.17709652|174.954295|1|280000|38 Compton Crescent Taita Lower Hutt
1927|-43.88936437|171.7422947|1|260000|4 Smitheram Street Allenton Ashburton
1928|-36.70831613|174.737635|4|1000000|1 Acacia Road Torbay Auckland
1929|-45.90415745|170.459442|1|280000|3 Bell Crescent Concord Dunedin
1931|-41.21857|174.7979659|2|410000|9 Erris Street Johnsonville Wellington
1932|-35.04705692|173.7501119|2|500000|71 Old Hospital Road Whangaroa
1933|-36.590332|174.682711|4|1125000|14 Judd Place Orewa
1934|-46.09191363|168.9570751|1|140000|17 Oxford Street East Gore Gore
1937|-39.55207993|174.1233366|1|144000|36 Riemenschneider Street Manaia
1938|-36.93193573|174.6762383|4|975000|92B Godley Road Green Bay Auckland
1939|-36.85236938|174.7396993|6|1525000|80 Summer Street Ponsonby Auckland
1940|-39.53263512|176.8434205|2|580000|10 Ngarimu Crescent Taradale Napier
1941|-41.22708502|174.8099002|2|470000|2 Cresswell Place Johnsonville Wellington
1942|-36.87572172|174.829793|6|2150000|24 Gerard Way Saint Johns Auckland
1944|-41.28203403|173.7645889|2|370000|11 Takorika Street Havelock
1945|-36.86207775|174.6520285|4|1050000|6B Highlight Parade Te Atatu South Auckland
1947|-45.19016438|169.3283614|2|300000|22 Dunstan Street Clyde
1948|-36.86484152|174.7481556|4|1160000|16 Potatau Street Grey Lynn Auckland
1950|-40.37135328|175.6078411|2|390000|19 Ruha Street West End Palmerston North
1955|-37.6761992|176.1479901|2|421000|87 Milton Road Otumoetai Tauranga
1956|-37.07408578|174.953757|3|700000|36A Greenhaven Avenue Opaheke Papakura
